lei,name,legalName,dba,nmls,nmlsNumber,type,dataYear,orig,dollarVol,branches,states,fico,ltv,dti,rate,hmdaRate,rateSource,products,conf,ob_totalOriginatedUnits2025,ob_mergedInsightsFromYear,ob_Conventional_originated,ob_Conventional_approximate,ob_Conventional_hmdaLoanType,ob_Conventional_note,ob_FHA_originated,ob_FHA_approximate,ob_FHA_hmdaLoanType,ob_FHA_note,ob_VA_originated,ob_VA_approximate,ob_VA_hmdaLoanType,ob_VA_note,ob_USDA_originated,ob_USDA_approximate,ob_USDA_hmdaLoanType,ob_USDA_note,ob_Jumbo_originated,ob_Jumbo_approximate,ob_Jumbo_hmdaLoanType,ob_Jumbo_note,ob_HELOC_originated,ob_HELOC_approximate,ob_HELOC_hmdaLoanType,ob_HELOC_note,dec_available,dec_mergedFromReportingYear,dec_totalApplications,dec_deniedApplications,dec_withdrawnApplications,dec_incompleteApplications,dec_approvedNotAccepted,dec_purchasedLoans,dec_denialReasonsSuppressedCount,dec_denialReasonsJson,dec_note
254900RD08FFMO7DRN13,Cross Bank,Cross Bank,,,,IMB,2025,77,17725000,,2,,,,6.75,,estimated,Conventional|Jumbo,70,77,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,76,2,1,0,4,0,0,{},
254900JG0TE6ZVYQ7857,DENVER SAVINGS BANK,DENVER SAVINGS BANK,,,,IMB,2025,77,19715000,,3,,,,6.75,,estimated,Conventional|Jumbo,70,77,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,54,3,0,0,4,0,0,{},
254900BLW96EF9AADU93,Members First Credit Union Of N.H.,Members First Credit Union Of N.H.,,,,IMB,2025,77,14785000,,1,,,,6.75,,estimated,Conventional,70,77,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,121,15,12,0,3,0,0,{},
254900DRRUT25BYSOL40,Bank Northwest,Bank Northwest,,,,IMB,2025,77,16455000,,2,,,,6.75,,estimated,Conventional,70,77,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,108,12,15,0,0,0,0,{},
549300PDELOGUKYYDA02,Peoples Bank,Peoples Bank,,,,IMB,2025,77,10055000,,1,,,,6.75,,estimated,Conventional,70,77,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,108,15,1,0,16,0,0,{},
254900RKU25JCJEP4R59,SECNY Federal Credit Union,SECNY Federal Credit Union,,,,IMB,2025,76,11450000,,1,,,,6.75,,estimated,Conventional,70,76,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,116,14,9,1,0,0,0,{},
549300K6I4IZA57BON59,Community State Bank,Community State Bank,,,,IMB,2025,76,17930000,,2,,,,6.75,,estimated,Conventional|Jumbo,70,76,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,68,4,0,0,0,0,0,{},
25490000OGVJZR74L509,Utah Mortgage Loan Corporation,Utah Mortgage Loan Corporation,,,,IMB,2025,76,31160000,,4,,,,6.75,,estimated,FHA|Conventional|HELOC|VA|Jumbo,70,76,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,119,1,7,9,0,0,0,{},
549300GBD8RBYHSIS855,Argent Federal Credit Union,Argent Federal Credit Union,,,,IMB,2025,76,14030000,,1,,,,6.75,,estimated,Conventional|Jumbo,70,76,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,118,28,20,2,0,0,0,{},
5493006J2ROMTD5Q0731,APOLLO TRUST COMPANY,APOLLO TRUST COMPANY,,,,IMB,2025,76,16560000,,1,,,,6.75,,estimated,Conventional|Jumbo,70,76,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,105,9,11,1,2,0,0,{},
549300L36QZWPHM6FP31,Citizens Business Bank,Citizens Business Bank,,,,IMB,2025,76,182580000,,3,,,,6.75,,estimated,Conventional|Jumbo,70,76,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,68,7,23,1,3,0,0,{},
549300NXKD4J4RBJI403,Ameristate Bank,Ameristate Bank,,,,IMB,2025,76,12610000,,2,,,,6.75,,estimated,Conventional|Jumbo,70,76,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,109,24,14,0,0,0,0,{},
549300BOONATEIE9GC38,1ST COMMUNITY FEDERAL CREDIT UNION,1ST COMMUNITY FEDERAL CREDIT UNION,,,,IMB,2025,76,8190000,,1,,,,6.75,,estimated,Conventional,70,76,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,104,25,9,0,0,0,0,{},
549300G12UU2EC2JM932,ALLIANCE CATHOLIC CREDIT UNION,ALLIANCE CATHOLIC CREDIT UNION,,,,IMB,2025,76,23850000,,5,,,,6.75,,estimated,Conventional|Jumbo,70,76,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,28,4,7,6,1,0,0,{},
254900J5OSYRB4AN2309,CorePlus Federal Credit Union,CorePlus Federal Credit Union,,,,IMB,2025,76,10870000,,4,,,,6.75,,estimated,Conventional,70,76,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,239,73,23,0,0,0,0,{},
549300SUOO1RFWRM7N78,The Peoples Bank,The Peoples Bank,,,,IMB,2025,76,22410000,,1,,,,6.75,,estimated,Conventional|Jumbo,70,76,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,78,5,1,0,6,0,0,{},
549300KRZPD4CJ340L77,Sunwest Bank,Sunwest Bank,,,,IMB,2025,76,13060000,,1,,,,6.75,,estimated,Conventional,70,76,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,119,0,0,0,1,15,0,{},
254900C4L5I47E388980,PEOPLES SAVINGS BANK,PEOPLES SAVINGS BANK,,,,IMB,2025,76,9460000,,1,,,,6.75,,estimated,Conventional,70,76,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,120,7,1,0,4,0,0,{},
254900Z8I9USTJ1JA072,Magnolia State Bank,Magnolia State Bank,,,,IMB,2025,76,11670000,,2,,,,6.75,,estimated,Conventional|Jumbo,70,76,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,70,5,1,0,0,0,0,{},
894500SMOMUFH0UZXT46,LANDINGS - LOU Don't File,LANDINGS - LOU Don't File,,,,IMB,2025,76,8920000,,1,,,,6.75,,estimated,Conventional|HELOC,70,76,2025,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,false,,,,,,,,,,No hmdaInsights on 2025 row and no prior-year same-LEI row with insights to merge.
254900C1MQVQQR44R744,Indianhead Credit Union,Indianhead Credit Union,,,,IMB,2025,76,9230000,,2,,,,6.75,,estimated,Conventional|HELOC,70,76,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,31,2,3,0,0,0,0,{},
549300LNJJYJMOPHAH96,Pasadena Federal Credit Union,Pasadena Federal Credit Union,,,,IMB,2025,75,14795000,,1,,,,6.75,,estimated,Conventional|Jumbo,70,75,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,83,7,3,0,5,0,0,{},
549300MONA3L2BDK8Q22,"Signature Bank, National Association","Signature Bank, National Association",,,,IMB,2025,75,32125000,,7,,,,6.75,,estimated,Conventional|Jumbo,70,75,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,75,6,0,0,2,0,0,{},
549300W5V403XF1RX254,"OWNERSCHOICE FUNDING, INCORPORATED","OWNERSCHOICE FUNDING, INCORPORATED",,,,IMB,2025,75,13915000,,2,,,,6.75,,estimated,Conventional,70,75,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,199,46,55,0,1,0,0,{},
5493007L3DI2JM8OHN91,"MEMBER ADVANTAGE MORTGAGE, LLC","MEMBER ADVANTAGE MORTGAGE, LLC",,,,IMB,2025,75,27985000,,6,,,,6.75,,estimated,Conventional|FHA|Jumbo,70,75,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,817,82,85,12,87,0,0,{},
25490053IH908EDF8D65,Madison County Federal Credit Union,Madison County Federal Credit Union,,,,IMB,2025,75,5995000,,1,,,,6.75,,estimated,Conventional|HELOC,70,75,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,106,14,3,2,0,0,0,{},
549300CWXIPLEXBPNY95,Topside Federal Credit Union,Topside Federal Credit Union,,,,IMB,2025,75,6715000,,1,,,,6.75,,estimated,Conventional|HELOC,70,75,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,187,49,22,8,7,0,0,{},
549300GCILEV6KJUST91,Relyance Bank,Relyance Bank,,,,IMB,2025,75,26955000,,3,,,,6.75,,estimated,Conventional|Jumbo,70,75,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,100,12,12,0,5,0,0,{},
549300GKZTKVQFQNP844,Whitesville State Bank,Whitesville State Bank,,,,IMB,2025,75,8495000,,2,,,,6.75,,estimated,Conventional|Jumbo,70,75,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,103,27,15,0,5,0,0,{},
549300UE4FFDNV7ELD54,SCHLUMBERGER EMPLOYEES CREDIT UNION,SCHLUMBERGER EMPLOYEES CREDIT UNION,,,,IMB,2025,75,31295000,,4,,,,6.75,,estimated,Conventional|Jumbo,70,75,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,140,1,17,0,3,0,0,{},
549300BN61BPY0L0H441,Athol Savings Bank,Athol Savings Bank,,,,IMB,2025,75,21955000,,2,,,,6.75,,estimated,Conventional|Jumbo,70,75,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,120,26,18,0,2,6,0,{},
2549009YMLXX9WQWPX05,Hartford Federal Credit Union,Hartford Federal Credit Union,,,,IMB,2025,75,9665000,,1,,,,6.75,,estimated,Conventional,70,75,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,115,35,18,2,0,0,0,{},
254900L3N47KFV5KSJ32,Financial Trust,Financial Trust,,,,IMB,2025,75,8625000,,1,,,,6.75,,estimated,Conventional,70,75,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,55,7,2,0,0,0,0,{},
549300K04ZGWYV7LDX51,FIRST CLASS COMMUNITY CREDIT UNION,FIRST CLASS COMMUNITY CREDIT UNION,,,,IMB,2025,75,5755000,,1,,,,6.75,,estimated,Conventional|HELOC,70,75,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,70,9,2,0,1,0,0,{},
5493003TK1BAOHHL6S92,ALLTRU FEDERAL CREDIT UNION,ALLTRU FEDERAL CREDIT UNION,,,,IMB,2025,75,10995000,,5,,,,6.75,,estimated,Conventional,70,75,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,142,13,43,5,0,0,0,{},
254900A9CML4JKHW8E85,Community First Bank,Community First Bank,,,,IMB,2025,75,9915000,,2,,,,6.75,,estimated,Conventional,70,75,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,90,13,3,0,2,0,0,{},
549300PZATEYE8VIEN67,"SMART CHOICE MORTGAGE, A Texas Limited Liability Company","SMART CHOICE MORTGAGE, A Texas Limited Liability Company",,,,IMB,2025,75,40605000,,1,,,,6.75,,estimated,Conventional|VA|Jumbo|FHA,70,75,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,80,0,15,1,0,0,0,{},
5493000WAJ1FMTFL5D75,HomePromise Corporation,HomePromise Corporation,,,,IMB,2025,74,27950000,,15,,,,6.75,,estimated,VA|Conventional|FHA,70,74,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,true,2024,1500,780,277,354,1,0,0,{},
5493000JCZ0GMM2WOD15,WOODTRUST BANK,WOODTRUST BANK,,,,IMB,2025,74,37230000,,4,,,,6.75,,estimated,Conventional|Jumbo,70,74,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,78,2,4,0,4,0,0,{},
25490059CRJPDQXWL974,AUBURN COMMUNITY FEDERAL CREDIT UNION,AUBURN COMMUNITY FEDERAL CREDIT UNION,,,,IMB,2025,74,4520000,,1,,,,6.75,,estimated,Conventional,70,74,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,96,11,5,0,0,0,0,{},
254900LDLCTUL5TXVH85,First Capital Bank,First Capital Bank,,,,IMB,2025,74,86750000,,5,,,,6.75,,estimated,Conventional|Jumbo,70,74,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,65,1,5,2,0,8,0,{},
549300KL7MLR63WYCF68,Valley Central Bank,Valley Central Bank,,,,IMB,2025,74,19170000,,3,,,,6.75,,estimated,Conventional|FHA|Jumbo,70,74,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,95,4,11,3,0,0,0,{},
549300194HWC07WB7985,Intrepid Credit Union,Intrepid Credit Union,,,,IMB,2025,74,13610000,,1,,,,6.75,,estimated,Conventional|FHA|VA|Jumbo,70,74,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,172,30,51,22,0,0,0,{},
549300NGNH7M36LP4583,Maspeth Federal Savings and Loan Association,Maspeth Federal Savings and Loan Association,,,,IMB,2025,74,44920000,,1,,,,6.75,,estimated,Conventional|Jumbo,70,74,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,93,12,7,0,5,0,0,{},
894500SYP6ZV71JDZH10,BARWICK BANKING COMPANY,BARWICK BANKING COMPANY,,,,IMB,2025,74,50940000,,2,,,,6.75,,estimated,Conventional|Jumbo,70,74,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,54,2,8,0,1,0,0,{},
549300UYF8OQLB7L7745,PINE BLUFF COTTON BELT Federal Credit Union,PINE BLUFF COTTON BELT Federal Credit Union,,,,IMB,2025,74,8920000,,1,,,,6.75,,estimated,Conventional|HELOC|VA,70,74,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,109,16,8,10,2,0,0,{},
VUAW1MW1BHNL595RH698,The First National Bank of River Falls,The First National Bank of River Falls,,,,IMB,2025,74,31770000,,2,,,,6.75,,estimated,Conventional|Jumbo,70,74,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,107,5,16,2,0,0,0,{},
549300URUSGWHXJ4OZ19,Coastal Heritage Bank,Coastal Heritage Bank,,,,IMB,2025,74,52880000,,1,,,,6.75,,estimated,Conventional|Jumbo,70,74,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,123,5,7,2,7,0,0,{},
549300CPKDUJKREQRG38,"Investar Bank, National Association","Investar Bank, National Association",,,,IMB,2025,74,51690000,,6,,,,6.75,,estimated,Conventional|Jumbo,70,74,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,68,7,3,1,4,0,0,{},
254900KXYZ881E3D5449,"First Suncoast Trust BancShares, Inc.","First Suncoast Trust BancShares, Inc.",,,,IMB,2025,74,17110000,,2,,,,6.75,,estimated,Conventional|Jumbo,70,74,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,53,5,0,0,1,0,0,{},
2549002AOWUCD3BSTP80,AmeriFirst Bank,AmeriFirst Bank,,,,IMB,2025,74,18980000,,3,,,,6.75,,estimated,Conventional|Jumbo,70,74,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,86,6,5,0,1,0,0,{},
5493005F145IP6JL7314,Community First Bank,Community First Bank,,,,IMB,2025,74,29700000,,5,,,,6.75,,estimated,Conventional|FHA|Jumbo,70,74,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,138,15,20,0,5,0,0,{},
549300G6F5FVAHSGKU13,Neighborhood National Bank,Neighborhood National Bank,,,,IMB,2025,74,16600000,,3,,,,6.75,,estimated,Conventional|Jumbo,70,74,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,97,6,11,3,1,0,0,{},
549300RE7CP5SUFPFX27,COOPERATIVA DE AHORRO Y CREDITO VEGA ALTA,COOPERATIVA DE AHORRO Y CREDITO VEGA ALTA,,,,IMB,2025,74,9220000,,2,,,,6.75,,estimated,FHA|Conventional|VA,70,74,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,true,2024,119,5,32,1,0,0,0,{},
549300LWP1GP6WN1YQ84,Thrive Federal Credit Union,Thrive Federal Credit Union,,,,IMB,2025,74,4670000,,1,,,,6.75,,estimated,Conventional,70,74,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,75,0,0,0,0,7,0,{},
5493005QZNPGRQNTRB15,Ipava State Bank,Ipava State Bank,,,,IMB,2025,74,11360000,,4,,,,6.75,,estimated,Conventional|Jumbo,70,74,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,76,11,1,1,0,0,0,{},
549300IPFYHYZ3L7UL18,Security Bank,Security Bank,,,,IMB,2025,74,19280000,,1,,,,6.75,,estimated,Conventional|Jumbo,70,74,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,69,2,6,0,0,0,0,{},
5493006S21NZTF9Y1L04,Farmers & Merchants State Bank,Farmers & Merchants State Bank,,,,IMB,2025,74,29350000,,1,,,,6.75,,estimated,Conventional|Jumbo,70,74,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,126,7,8,1,20,0,0,{},
254900BAR7I9CB7YO393,The First State Bank,The First State Bank,,,,IMB,2025,74,30030000,,1,,,,6.75,,estimated,Conventional|Jumbo,70,74,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,77,2,4,3,4,0,0,{},
549300Q4JBLTKDC7J303,"Bank of Whittier, National Association","Bank of Whittier, National Association",,,,IMB,2025,74,30410000,,23,,,,6.75,,estimated,Conventional|Jumbo,70,74,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,211,45,50,19,0,0,0,{},
254900X5VVSXLQGRTJ55,Community Bank Mankato,Community Bank Mankato,,,,IMB,2025,73,22305000,,2,,,,6.75,,estimated,Conventional|Jumbo,70,73,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,113,4,10,0,1,0,0,{},
254900MY80V94K63ZY41,PromiseOne Bank,PromiseOne Bank,,,,IMB,2025,73,24985000,,6,,,,6.75,,estimated,Conventional|Jumbo,70,73,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,168,1,10,0,4,0,0,{},
254900CHU7PX7ZS6RI74,State Bank,State Bank,,,,IMB,2025,73,16195000,,3,,,,6.75,,estimated,Conventional,70,73,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,81,11,4,0,4,0,0,{},
549300DSSN04C7ZJJD51,Newfield National Bank,Newfield National Bank,,,,IMB,2025,73,19785000,,2,,,,6.75,,estimated,Conventional|Jumbo,70,73,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,121,28,12,0,5,0,0,{},
549300JGL6C3EZEB8H05,Green Belt Bank & Trust,Green Belt Bank & Trust,,,,IMB,2025,73,9015000,,2,,,,6.75,,estimated,Conventional,70,73,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,93,10,5,0,4,0,0,{},
549300JPWAKLM047FK81,Crossroads Bank,Crossroads Bank,,,,IMB,2025,73,12365000,,1,,,,6.75,,estimated,Conventional|Jumbo,70,73,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,127,6,6,0,10,0,0,{},
549300LX1HMON836J004,The First National Bank Of Milaca,The First National Bank Of Milaca,,,,IMB,2025,73,11455000,,1,,,,6.75,,estimated,Conventional,70,73,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,86,15,11,1,0,0,0,{},
5493001IWK74A5N1RE93,DRAGAS MORTGAGE COMPANY,DRAGAS MORTGAGE COMPANY,,,,IMB,2025,73,23335000,,1,,,,6.75,,estimated,VA|Conventional|FHA,70,73,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,true,2024,125,3,13,0,0,0,0,{},
5493002EOK9UP4QZ5N22,LIBERTYONE Credit Union,LIBERTYONE Credit Union,,,,IMB,2025,73,7845000,,1,,,,6.75,,estimated,Conventional,70,73,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,80,1,5,0,0,0,0,{},
