lei,name,legalName,dba,nmls,nmlsNumber,type,dataYear,orig,dollarVol,branches,states,fico,ltv,dti,rate,hmdaRate,rateSource,products,conf,ob_totalOriginatedUnits2025,ob_mergedInsightsFromYear,ob_Conventional_originated,ob_Conventional_approximate,ob_Conventional_hmdaLoanType,ob_Conventional_note,ob_FHA_originated,ob_FHA_approximate,ob_FHA_hmdaLoanType,ob_FHA_note,ob_VA_originated,ob_VA_approximate,ob_VA_hmdaLoanType,ob_VA_note,ob_USDA_originated,ob_USDA_approximate,ob_USDA_hmdaLoanType,ob_USDA_note,ob_Jumbo_originated,ob_Jumbo_approximate,ob_Jumbo_hmdaLoanType,ob_Jumbo_note,ob_HELOC_originated,ob_HELOC_approximate,ob_HELOC_hmdaLoanType,ob_HELOC_note,dec_available,dec_mergedFromReportingYear,dec_totalApplications,dec_deniedApplications,dec_withdrawnApplications,dec_incompleteApplications,dec_approvedNotAccepted,dec_purchasedLoans,dec_denialReasonsSuppressedCount,dec_denialReasonsJson,dec_note
549300CLB0CCSJV6S044,SAN FRANCISCO FIRE CREDIT UNION,SAN FRANCISCO FIRE CREDIT UNION,,,,IMB,2025,229,71345000,,1,,,,6.75,,estimated,Conventional|Jumbo,70,229,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,421,97,45,12,32,0,0,{},
549300N968Y85YXDX139,Troy Bank and Trust Company,Troy Bank and Trust Company,,,,IMB,2025,229,56725000,,6,,,,6.75,,estimated,Conventional|Jumbo,70,229,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,239,7,6,0,1,0,0,{},
549300SU3TF26I8KB315,UNIVERSAL 1 CREDIT UNION,UNIVERSAL 1 CREDIT UNION,,,,IMB,2025,228,21550000,,4,,,,6.75,,estimated,Conventional|HELOC,70,228,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,281,36,53,0,3,0,0,{},
549300GTJL0LGX444G33,"DREW MORTGAGE ASSOCIATES, INC.","DREW MORTGAGE ASSOCIATES, INC.",,,,IMB,2025,228,102240000,,6,,,,6.75,,estimated,Conventional|FHA|Jumbo|VA,70,228,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,243,13,24,6,2,0,0,{},
254900FI363837PZX856,"Midwest Heritage Bank, FSB","Midwest Heritage Bank, FSB",,,,IMB,2025,228,62970000,,17,,,,6.75,,estimated,Conventional|Jumbo,70,228,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,313,44,40,7,3,0,0,{},
549300JCW11CIGH8GJ60,The Citizens National Bank of Somerset,The Citizens National Bank of Somerset,,,,IMB,2025,228,57160000,,2,,,,6.75,,estimated,Conventional|Jumbo,70,228,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,217,20,19,0,0,0,0,{},
549300DXF2FQC64H6G42,Zeal Credit Union,Zeal Credit Union,,,,IMB,2025,228,13830000,,1,,,,6.75,,estimated,Conventional,70,228,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,440,104,46,1,18,0,0,{},
549300DFV63SJPNIII97,HomeBank,HomeBank,,,,IMB,2025,227,38685000,,3,,,,6.75,,estimated,Conventional,70,227,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,242,7,23,0,0,0,0,{},
549300VWMFYNEEG33W94,Somerset Federal Credit Union,Somerset Federal Credit Union,,,,IMB,2025,227,37585000,,2,,,,6.75,,estimated,Conventional|HELOC,70,227,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,271,54,33,31,1,0,0,{},
54930035U7Q80J7HTS79,CAMPOS FINANCIAL CORP.,CAMPOS FINANCIAL CORP.,,,,IMB,2025,227,121725000,,4,,,,6.75,,estimated,Conventional|FHA|Jumbo|VA|HELOC,70,227,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,221,0,10,0,0,0,0,{},
549300B6UWNP01JH6452,Sauk Valley Bank & Trust Company,Sauk Valley Bank & Trust Company,,,,IMB,2025,227,40265000,,5,,,,6.75,,estimated,Conventional|Jumbo,70,227,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,248,7,8,0,2,0,0,{},
549300SNAY3J7NZEU618,Vision Bank,Vision Bank,,,,IMB,2025,226,65130000,,2,,,,6.75,,estimated,Conventional|Jumbo,70,226,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,307,42,41,1,0,0,0,{},
549300KW705BBINDIZ26,TIB National Association,TIB National Association,,,,IMB,2025,226,60820000,,15,,,,6.75,,estimated,Conventional|USDA|FHA|VA,70,226,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,true,2024,512,60,9,0,2,216,0,{},
549300D7AV8NGI6N3S98,Northfield Savings Bank,Northfield Savings Bank,,,,IMB,2025,225,94135000,,1,,,,6.75,,estimated,Conventional|Jumbo|VA,70,225,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,424,39,47,12,14,0,0,{},
549300YEC4OVVYQB2849,"MMS MORTGAGE SERVICES, LTD.","MMS MORTGAGE SERVICES, LTD.",,,,IMB,2025,225,44135000,,6,,,,6.75,,estimated,FHA|Conventional|VA,70,225,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,true,2024,301,6,30,1,6,0,0,{},
5493005L8AW1CTD9HZ03,First Central State Bank,First Central State Bank,,,,IMB,2025,225,43775000,,7,,,,6.75,,estimated,Conventional|Jumbo,70,225,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,219,20,15,0,1,0,0,{},
2549006L3U88MNTL7K26,Stillman BancCorp N.A.,Stillman BancCorp N.A.,,,,IMB,2025,224,45710000,,6,,,,6.75,,estimated,Conventional|USDA|Jumbo,70,224,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,428,23,14,0,19,0,0,{},
254900UYC52VIJUZ5X82,WEST SHORE BANK,WEST SHORE BANK,,,,IMB,2025,224,80280000,,1,,,,6.75,,estimated,Conventional|Jumbo,70,224,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,0,0,0,0,0,0,0,{},
254900KDXYNWWTTHLL39,"GRAY FOX MORTGAGE, LLC","GRAY FOX MORTGAGE, LLC",,,,IMB,2025,224,97770000,,2,,,,6.75,,estimated,Conventional|Jumbo|VA,70,224,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,239,0,31,0,1,0,0,{},
254900YJQZQTI7TUKN67,"Trinity Oaks Mortgage, LLC","Trinity Oaks Mortgage, LLC",,,,IMB,2025,224,98300000,,2,,,,6.75,,estimated,FHA|Conventional|VA,70,224,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,true,2024,518,20,75,0,11,0,0,{},
54930002M4XN64FM7Z89,The Torrington Savings Bank,The Torrington Savings Bank,,,,IMB,2025,224,76300000,,1,,,,6.75,,estimated,Conventional|Jumbo,70,224,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,388,60,48,22,14,0,0,{},
549300GZJ5RFM7VED177,PATRIOT MORTGAGE COMPANY,PATRIOT MORTGAGE COMPANY,,,,IMB,2025,224,63890000,,1,,,,6.75,,estimated,Conventional|FHA|VA|USDA,70,224,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,true,2024,312,8,48,1,0,0,0,{},
549300CCQSH6ZSQHNS49,FNBC Bank,FNBC Bank,,,,IMB,2025,224,57350000,,3,,,,6.75,,estimated,Conventional|Jumbo,70,224,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,266,22,38,0,2,0,0,{},
254900U7G0LJ4QNSFC86,MANUFACTURERS BANK & TRUST COMPANY,MANUFACTURERS BANK & TRUST COMPANY,,,,IMB,2025,224,43530000,,5,,,,6.75,,estimated,Conventional|Jumbo,70,224,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,193,6,5,0,8,0,0,{},
549300R20AB76CQEH402,The Juniata Valley Bank,The Juniata Valley Bank,,,,IMB,2025,223,33685000,,1,,,,6.75,,estimated,Conventional|Jumbo,70,223,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,262,54,4,0,13,0,0,{},
2549009PBYH62M6NZK12,Peoples State Bank of Plainview,Peoples State Bank of Plainview,,,,IMB,2025,223,43135000,,4,,,,6.75,,estimated,Conventional|Jumbo|USDA,70,223,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,215,7,0,0,8,0,0,{},
549300Z2FPZZD55OG155,UNION SQUARE CREDIT UNION,UNION SQUARE CREDIT UNION,,,,IMB,2025,223,54275000,,5,,,,6.75,,estimated,FHA|Conventional|VA|Jumbo,70,223,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,376,30,44,0,6,0,0,{},
549300ELQB8TS88JEE06,HENRICO Federal Credit Union,HENRICO Federal Credit Union,,,,IMB,2025,222,19110000,,1,,,,6.75,,estimated,Conventional,70,222,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,240,33,2,4,26,0,0,{},
549300ZRFLUGALHJF092,RVR BANK,RVR BANK,,,,IMB,2025,222,47370000,,3,,,,6.75,,estimated,Conventional|Jumbo,70,222,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,237,37,0,0,42,0,0,{},
549300AQ83ZR1PW5DB53,"American Bank and Trust Company, National Association","American Bank and Trust Company, National Association",,,,IMB,2025,222,48740000,,10,,,,6.75,,estimated,Conventional|Jumbo|FHA|VA|USDA,70,222,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,232,22,10,1,3,0,0,{},
5493005LE3FE2MIPPW66,"COAST 2 COAST FUNDING GROUP, INC.","COAST 2 COAST FUNDING GROUP, INC.",,,,IMB,2025,222,71600000,,2,,,,6.75,,estimated,Conventional|Jumbo,70,222,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,198,0,0,0,0,0,0,{},
549300FX2QBKG7ZTBX37,SIOUXLAND FEDERAL CREDIT UNION,SIOUXLAND FEDERAL CREDIT UNION,,,,IMB,2025,221,37845000,,7,,,,6.75,,estimated,Conventional|Jumbo,70,221,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,295,48,25,0,1,0,0,{},
5493006TJ2N1MYD0XD45,Community National Bank,Community National Bank,,,,IMB,2025,221,94255000,,6,,,,6.75,,estimated,Conventional|Jumbo|FHA|VA,70,221,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,328,18,62,0,1,0,0,{},
2549002DGXCCIY4BGZ41,Complex Community Federal Credit Union,Complex Community Federal Credit Union,,,,IMB,2025,221,41365000,,1,,,,6.75,,estimated,Conventional|Jumbo,70,221,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,235,54,2,0,11,0,0,{},
